epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,1440.62,1.78818,1.20303,1.56407,0.94292,0.90769,0.96941,0.80215,1.56174,0.85627,1.51292,0.00045582,0.00045582,0.00045582
184,1446.83,1.96702,1.2914,1.55699,0.93925,0.91418,0.97268,0.77877,1.72662,0.87105,1.5145,0.000455269,0.000455269,0.000455269
185,1454.86,1.85931,1.13944,1.55984,0.94739,0.90384,0.97183,0.80996,1.517,0.85764,1.51154,0.000454719,0.000454719,0.000454719
186,1464.16,2.00369,1.34135,1.56543,0.94851,0.91002,0.97102,0.81705,1.40781,0.84309,1.51185,0.000454169,0.000454169,0.000454169
187,1469.45,1.60441,1.07707,1.56275,0.94102,0.90427,0.97001,0.82885,1.35304,0.82295,1.51212,0.000453618,0.000453618,0.000453618
188,1475.34,1.73592,1.16448,1.5714,0.94166,0.91812,0.97035,0.81425,1.38807,0.79553,1.51256,0.000453068,0.000453068,0.000453068
189,1482.74,1.65204,1.10234,1.55822,0.94317,0.92053,0.97191,0.8235,1.38706,0.7641,1.51033,0.000452517,0.000452517,0.000452517
190,1490.87,1.68742,1.11226,1.56412,0.93689,0.9213,0.97078,0.83838,1.26767,0.75737,1.50789,0.000451967,0.000451967,0.000451967
191,1498.69,1.70987,1.20741,1.56506,0.92708,0.92059,0.97051,0.81208,1.43484,0.79672,1.51022,0.000451416,0.000451416,0.000451416
192,1504.53,1.68413,1.13755,1.56433,0.96134,0.90007,0.97263,0.83411,1.28271,0.75263,1.51247,0.000450866,0.000450866,0.000450866
193,1512.63,1.81438,1.24365,1.56758,0.94072,0.91331,0.97283,0.83059,1.32956,0.76014,1.51139,0.000450316,0.000450316,0.000450316
194,1521.46,1.79179,1.17123,1.55367,0.94606,0.89807,0.97179,0.81717,1.44139,0.79461,1.5118,0.000449765,0.000449765,0.000449765
195,1530.85,1.84962,1.14561,1.57131,0.93814,0.90552,0.97178,0.8134,1.48479,0.8061,1.51178,0.000449215,0.000449215,0.000449215
196,1536.91,1.66782,1.10205,1.55915,0.94099,0.9196,0.97491,0.82629,1.34998,0.74892,1.51066,0.000448664,0.000448664,0.000448664
197,1544.2,1.84312,1.19935,1.57146,0.94774,0.91368,0.97571,0.82749,1.33774,0.74004,1.5096,0.000448114,0.000448114,0.000448114
198,1552.61,1.56601,1.05895,1.56161,0.9453,0.91694,0.97428,0.82614,1.34091,0.73976,1.5106,0.000447563,0.000447563,0.000447563
199,1559.38,1.60443,1.01448,1.55508,0.95498,0.89123,0.97079,0.8253,1.31831,0.76763,1.51131,0.000447013,0.000447013,0.000447013
200,1566.54,1.74118,1.12523,1.57222,0.95107,0.89342,0.96944,0.83721,1.25368,0.77527,1.51023,0.000446462,0.000446462,0.000446462
201,1574.7,1.77988,1.20005,1.56658,0.96576,0.89741,0.97408,0.82747,1.37834,0.76342,1.51173,0.000445912,0.000445912,0.000445912
202,1583.04,1.61256,1.08891,1.5673,0.94563,0.91343,0.97533,0.82633,1.36117,0.73772,1.51418,0.000445362,0.000445362,0.000445362
203,1591.81,1.74816,1.14194,1.56433,0.95288,0.9079,0.9749,0.82764,1.31732,0.72895,1.51332,0.000444811,0.000444811,0.000444811
204,1598.32,1.63014,1.06806,1.55971,0.92021,0.92167,0.97234,0.82802,1.34362,0.77316,1.50737,0.000444261,0.000444261,0.000444261
205,1606.09,1.75058,1.15019,1.56916,0.93302,0.90926,0.97194,0.82395,1.33377,0.7847,1.50773,0.00044371,0.00044371,0.00044371
206,1612.92,1.56721,1.05114,1.55286,0.94388,0.91488,0.97614,0.84321,1.25749,0.72879,1.50912,0.00044316,0.00044316,0.00044316
207,1620.19,1.58212,1.00373,1.56008,0.951,0.91461,0.97632,0.84087,1.29595,0.72306,1.50971,0.000442609,0.000442609,0.000442609
208,1627.93,1.52259,1.01997,1.56413,0.97299,0.90613,0.97704,0.83431,1.31157,0.71913,1.50956,0.000442059,0.000442059,0.000442059
209,1637.3,1.68714,1.0654,1.55974,0.97275,0.89432,0.97643,0.82488,1.37267,0.73353,1.51107,0.000441508,0.000441508,0.000441508
210,1643.88,1.61074,1.05733,1.5662,0.95227,0.9143,0.97271,0.82986,1.31952,0.76367,1.51177,0.000440958,0.000440958,0.000440958
211,1651.19,1.56145,1.06276,1.55929,0.96042,0.91472,0.97464,0.8339,1.26852,0.74226,1.50994,0.000440408,0.000440408,0.000440408
212,1658.06,1.60085,1.06582,1.56834,0.95306,0.91455,0.97364,0.84776,1.20773,0.7353,1.50813,0.000439857,0.000439857,0.000439857
213,1663.96,1.60836,1.06268,1.55716,0.95354,0.90923,0.97284,0.83773,1.25838,0.74414,1.50901,0.000439307,0.000439307,0.000439307
214,1672.38,1.61375,1.03982,1.57233,0.95004,0.9165,0.97499,0.84318,1.26471,0.73602,1.50928,0.000438756,0.000438756,0.000438756
215,1678.75,1.55506,1.04386,1.55586,0.94629,0.91965,0.97584,0.8508,1.19457,0.70811,1.50871,0.000438206,0.000438206,0.000438206
216,1686.22,1.78352,1.13545,1.56831,0.95696,0.92603,0.9766,0.81769,1.40755,0.73425,1.51012,0.000437655,0.000437655,0.000437655
217,1694.79,1.87546,1.16329,1.56732,0.95696,0.92086,0.97607,0.8359,1.29922,0.71535,1.50996,0.000437105,0.000437105,0.000437105
218,1702.86,1.5294,1.01943,1.55133,0.95644,0.9219,0.97722,0.84192,1.24976,0.69604,1.50997,0.000436555,0.000436555,0.000436555
219,1710.5,1.49302,0.99075,1.56612,0.96158,0.91573,0.97653,0.84551,1.20079,0.70259,1.50891,0.000436004,0.000436004,0.000436004
220,1719.12,1.57063,1.02474,1.56579,0.95955,0.90471,0.97705,0.79392,1.55441,0.76877,1.5126,0.000435454,0.000435454,0.000435454
221,1728.35,1.74013,1.08945,1.55908,0.96265,0.90223,0.97786,0.8264,1.35392,0.72511,1.50977,0.000434903,0.000434903,0.000434903
222,1735.45,1.80045,1.15649,1.55814,0.94771,0.91677,0.97844,0.82824,1.37296,0.7389,1.50779,0.000434353,0.000434353,0.000434353
223,1740.66,1.74887,1.09588,1.56044,0.94968,0.92024,0.97858,0.83239,1.36733,0.72791,1.5087,0.000433802,0.000433802,0.000433802
224,1748.55,1.63057,1.06177,1.56723,0.95797,0.91963,0.97926,0.83065,1.38814,0.71885,1.51015,0.000433252,0.000433252,0.000433252
225,1757.08,1.63182,0.99564,1.5619,0.9554,0.92652,0.97836,0.82653,1.35711,0.715,1.50816,0.000432701,0.000432701,0.000432701
226,1764.73,1.58662,1.02497,1.55972,0.95577,0.92839,0.97868,0.84938,1.20252,0.6737,1.50582,0.000432151,0.000432151,0.000432151
227,1772.44,1.54061,1.00472,1.56384,0.95175,0.93208,0.97806,0.83052,1.31607,0.69926,1.50704,0.000431601,0.000431601,0.000431601
228,1780.55,1.56145,1.02179,1.56051,0.95081,0.93076,0.97756,0.85178,1.1913,0.67034,1.50706,0.00043105,0.00043105,0.00043105
229,1787.77,1.51128,1.03019,1.55051,0.95585,0.92062,0.97716,0.84665,1.20968,0.67955,1.50797,0.0004305,0.0004305,0.0004305
230,1795.6,1.71654,1.0595,1.57105,0.96431,0.9006,0.97536,0.81419,1.4564,0.75409,1.51325,0.000429949,0.000429949,0.000429949
231,1802.36,1.60269,0.97986,1.55953,0.9276,0.93178,0.97484,0.81826,1.39991,0.75061,1.51129,0.000429399,0.000429399,0.000429399
232,1811.09,1.7033,1.09583,1.55869,0.95454,0.92562,0.97829,0.8563,1.17801,0.67423,1.50651,0.000428848,0.000428848,0.000428848
233,1818.05,1.51076,1.02731,1.55258,0.9584,0.92176,0.97791,0.85372,1.19129,0.67427,1.50691,0.000428298,0.000428298,0.000428298
234,1825.58,1.49707,0.97148,1.5593,0.94645,0.93157,0.97663,0.85811,1.18597,0.6974,1.50622,0.000427747,0.000427747,0.000427747
235,1833.99,1.51459,0.98232,1.55139,0.94594,0.92244,0.9744,0.83977,1.27375,0.72858,1.50897,0.000427197,0.000427197,0.000427197
236,1842.62,1.96535,1.23671,1.56538,0.9544,0.9104,0.97198,0.78981,1.65578,0.83558,1.51062,0.000426647,0.000426647,0.000426647
237,1850.38,1.77355,1.05475,1.56626,0.95441,0.91192,0.97297,0.83014,1.36704,0.77203,1.50406,0.000426096,0.000426096,0.000426096
238,1856.65,1.69195,1.08751,1.55122,0.95289,0.93027,0.97881,0.82741,1.39657,0.72996,1.50541,0.000425546,0.000425546,0.000425546
239,1863.69,2.0866,1.21296,1.5752,0.96207,0.9179,0.97856,0.85021,1.22523,0.68535,1.50634,0.000424995,0.000424995,0.000424995
240,1869.91,1.73413,1.05751,1.56404,0.9389,0.9272,0.97677,0.75054,1.89692,0.83445,1.51989,0.000424445,0.000424445,0.000424445
241,1878.5,1.8123,1.07781,1.5694,0.96556,0.89805,0.97607,0.7873,1.6402,0.78927,1.51555,0.000423894,0.000423894,0.000423894
242,1886.73,1.84824,1.16796,1.56985,0.93954,0.92124,0.97598,0.84298,1.26752,0.71861,1.5045,0.000423344,0.000423344,0.000423344
243,1893.99,1.55519,0.94444,1.55516,0.94266,0.92586,0.97628,0.84798,1.23572,0.70205,1.50493,0.000422794,0.000422794,0.000422794
244,1900.83,1.51209,0.96931,1.55889,0.95404,0.92842,0.97976,0.8168,1.41535,0.70759,1.51056,0.000422243,0.000422243,0.000422243
245,1908.14,1.60207,1.02093,1.56182,0.96048,0.92418,0.98176,0.82558,1.35776,0.68181,1.51141,0.000421693,0.000421693,0.000421693
246,1915.32,1.59792,1.01831,1.55813,0.97612,0.91791,0.98124,0.853,1.20556,0.64138,1.50785,0.000421142,0.000421142,0.000421142
247,1918.92,1.63117,0.98296,1.56467,0.96375,0.92827,0.98023,0.85906,1.16471,0.65077,1.50573,0.000420592,0.000420592,0.000420592
248,1924.48,1.55924,0.98268,1.55546,0.95901,0.92365,0.97998,0.80903,1.58301,0.73811,1.51287,0.000420041,0.000420041,0.000420041
249,1930.91,1.59566,1.01061,1.56174,0.96118,0.92358,0.97951,0.79389,1.66287,0.75461,1.51529,0.000419491,0.000419491,0.000419491
250,1938.56,1.68723,1.04367,1.54585,0.95465,0.92109,0.97996,0.85119,1.18553,0.66788,1.50663,0.00041894,0.00041894,0.00041894
251,1951.69,1.60051,0.99196,1.5474,0.94425,0.93652,0.98057,0.83253,1.3332,0.67973,1.50716,0.00041839,0.00041839,0.00041839
252,1959.7,1.62594,1.02164,1.55524,0.95075,0.92925,0.98011,0.84704,1.26091,0.66137,1.50527,0.00041784,0.00041784,0.00041784
253,1968.28,1.64343,1.00169,1.56081,0.95148,0.93113,0.9796,0.83979,1.31084,0.67284,1.50522,0.000417289,0.000417289,0.000417289
254,1973.92,1.58248,0.96793,1.56049,0.95514,0.92976,0.97891,0.84235,1.29001,0.68052,1.50669,0.000416739,0.000416739,0.000416739
255,1981.21,1.58044,1.00235,1.54654,0.95463,0.92491,0.97828,0.85736,1.17371,0.66243,1.50573,0.000416188,0.000416188,0.000416188
256,1988.55,1.55865,0.99422,1.57013,0.95384,0.93225,0.97865,0.84694,1.24775,0.66807,1.5064,0.000415638,0.000415638,0.000415638
257,1996.56,1.75254,1.12785,1.55695,0.95359,0.92947,0.98001,0.82639,1.37973,0.67692,1.50794,0.000415087,0.000415087,0.000415087
258,2004.67,1.93899,1.11802,1.55923,0.95572,0.93181,0.97928,0.84864,1.21985,0.66944,1.50563,0.000414537,0.000414537,0.000414537
259,2012.73,1.62504,0.95752,1.56589,0.95684,0.92307,0.97848,0.84425,1.30053,0.6881,1.50828,0.000413986,0.000413986,0.000413986
260,2019.77,1.88996,1.05523,1.56879,0.95147,0.92636,0.97637,0.83385,1.3982,0.73748,1.5085,0.000413436,0.000413436,0.000413436
261,2027.35,1.84244,1.09379,1.56299,0.95363,0.92425,0.97704,0.83371,1.32275,0.70842,1.50656,0.000412886,0.000412886,0.000412886
262,2037.46,1.77871,1.03425,1.56618,0.95113,0.94456,0.98119,0.80807,1.49569,0.71776,1.50823,0.000412335,0.000412335,0.000412335
263,2045.97,1.61226,1.01256,1.55672,0.95861,0.93812,0.98112,0.85332,1.21061,0.6636,1.50633,0.000411785,0.000411785,0.000411785
264,2052.63,1.44136,0.89644,1.55333,0.95582,0.92523,0.97949,0.86022,1.18309,0.65919,1.50518,0.000411234,0.000411234,0.000411234
265,2061.07,1.41672,0.88977,1.56427,0.96809,0.91496,0.9801,0.85486,1.19217,0.65319,1.50315,0.000410684,0.000410684,0.000410684
266,2069.12,1.72018,1.06588,1.56659,0.94642,0.93855,0.98022,0.85458,1.18735,0.64345,1.50408,0.000410133,0.000410133,0.000410133
267,2077.45,1.66646,1.01991,1.55847,0.96396,0.92538,0.9803,0.86008,1.17598,0.64919,1.50504,0.000409583,0.000409583,0.000409583
268,2087.68,1.71092,1.04516,1.56015,0.9559,0.927,0.98031,0.85635,1.18883,0.66102,1.50774,0.000409033,0.000409033,0.000409033
269,2094.88,1.69239,1.00961,1.56104,0.95932,0.92773,0.98039,0.85244,1.24124,0.66629,1.50731,0.000408482,0.000408482,0.000408482
270,2102.16,1.51225,0.9586,1.56108,0.95321,0.93095,0.97781,0.84559,1.28293,0.67558,1.50757,0.000407932,0.000407932,0.000407932
271,2110.39,1.78969,1.0417,1.56823,0.94777,0.93949,0.97728,0.83769,1.34842,0.70392,1.50795,0.000407381,0.000407381,0.000407381
272,2117.75,1.57728,0.93081,1.55351,0.96777,0.91782,0.98029,0.83688,1.3181,0.65998,1.50774,0.000406831,0.000406831,0.000406831
273,2125.05,1.55456,0.94974,1.56408,0.96192,0.9252,0.98067,0.84309,1.26268,0.64944,1.50774,0.00040628,0.00040628,0.00040628
274,2134.75,1.60352,0.93532,1.56602,0.95432,0.93065,0.97964,0.78745,1.62127,0.73248,1.51257,0.00040573,0.00040573,0.00040573
275,2141.8,1.64768,0.97603,1.56161,0.95722,0.92824,0.98013,0.80671,1.47763,0.70726,1.51113,0.000405179,0.000405179,0.000405179
276,2149.52,1.88535,1.16196,1.55679,0.96478,0.92831,0.98276,0.84279,1.32305,0.66784,1.50772,0.000404629,0.000404629,0.000404629
277,2157.53,1.54518,0.93253,1.56796,0.96215,0.93482,0.98272,0.85797,1.20105,0.63565,1.50651,0.000404079,0.000404079,0.000404079
278,2163.31,1.46687,0.89275,1.56722,0.97208,0.92542,0.9828,0.84341,1.33707,0.66363,1.50973,0.000403528,0.000403528,0.000403528
279,2170.26,1.71146,1.0348,1.56456,0.97002,0.92608,0.983,0.84942,1.24896,0.64678,1.50972,0.000402978,0.000402978,0.000402978
280,2178.66,1.75772,0.98362,1.55091,0.96936,0.93203,0.98363,0.80576,1.56002,0.69688,1.5113,0.000402427,0.000402427,0.000402427
281,2184.32,1.73796,1.02498,1.56024,0.96713,0.93095,0.98344,0.8374,1.35872,0.66688,1.50892,0.000401877,0.000401877,0.000401877
282,2188.51,1.57392,0.92353,1.55226,0.94282,0.9334,0.98137,0.83984,1.29662,0.67756,1.50989,0.000401326,0.000401326,0.000401326
283,2194.95,1.51047,0.90934,1.55825,0.96275,0.92242,0.98144,0.83891,1.33394,0.67495,1.51323,0.000400776,0.000400776,0.000400776
284,2201.1,1.46448,0.89593,1.55932,0.97302,0.92044,0.98188,0.84451,1.29221,0.67272,1.50908,0.000400225,0.000400225,0.000400225
285,2210.49,1.53423,0.90731,1.5462,0.97263,0.92068,0.98158,0.85768,1.22558,0.66975,1.50876,0.000399675,0.000399675,0.000399675
286,2219.36,1.63553,0.95958,1.56815,0.95017,0.93955,0.98051,0.8092,1.49283,0.71331,1.51007,0.000399125,0.000399125,0.000399125
287,2226.76,1.76099,1.06839,1.564,0.9461,0.94076,0.98052,0.82297,1.39545,0.68822,1.50912,0.000398574,0.000398574,0.000398574
288,2234.19,1.47156,0.8981,1.56811,0.96454,0.92236,0.98192,0.86661,1.1461,0.62151,1.50629,0.000398024,0.000398024,0.000398024
289,2241.81,1.46674,0.8928,1.55657,0.95307,0.93427,0.98172,0.86297,1.14073,0.61966,1.50673,0.000397473,0.000397473,0.000397473
290,2249.13,1.6118,1.02621,1.55799,0.9493,0.93885,0.98153,0.84611,1.24245,0.64253,1.50715,0.000396923,0.000396923,0.000396923
291,2256.41,1.55486,0.99378,1.56577,0.95295,0.93864,0.98103,0.84215,1.26569,0.65176,1.50616,0.000396372,0.000396372,0.000396372
292,2262.67,1.60678,1.04193,1.57111,0.97101,0.92473,0.98132,0.85799,1.18501,0.64979,1.5039,0.000395822,0.000395822,0.000395822
293,2270.59,1.62696,0.99807,1.56437,0.97191,0.92847,0.98246,0.86898,1.12584,0.63776,1.50278,0.000395272,0.000395272,0.000395272
294,2279.2,1.94442,1.16637,1.5526,0.95961,0.92249,0.98134,0.81268,1.59771,0.71897,1.51505,0.000394721,0.000394721,0.000394721
295,2287.89,1.71874,0.96351,1.55669,0.95815,0.92175,0.97996,0.80592,1.67101,0.75473,1.51372,0.000394171,0.000394171,0.000394171
296,2294.95,1.64766,1.00851,1.54486,0.95418,0.92273,0.97884,0.86199,1.13228,0.66707,1.50253,0.00039362,0.00039362,0.00039362
297,2302.53,1.53904,0.97462,1.55383,0.94962,0.91977,0.9791,0.86408,1.11066,0.66028,1.50282,0.00039307,0.00039307,0.00039307
298,2308.49,1.79419,1.07433,1.5764,0.96009,0.9204,0.97965,0.75826,1.81979,0.80606,1.51117,0.000392519,0.000392519,0.000392519
299,2316.37,1.92452,1.03708,1.55727,0.96745,0.90897,0.97931,0.75939,1.80103,0.80529,1.51112,0.000391969,0.000391969,0.000391969
300,2320.63,1.60803,0.94803,1.55237,0.96223,0.91339,0.97834,0.85918,1.12262,0.65492,1.50365,0.000391418,0.000391418,0.000391418
301,2328.99,1.34301,0.85488,1.54307,0.95911,0.91534,0.97892,0.86375,1.10988,0.63493,1.5038,0.000390868,0.000390868,0.000390868
302,2337.89,1.57233,0.95185,1.55581,0.96578,0.93125,0.97983,0.82148,1.50469,0.7062,1.51193,0.000390318,0.000390318,0.000390318
303,2345.7,1.45937,0.88537,1.56011,0.96274,0.93211,0.98018,0.81465,1.56007,0.71754,1.51402,0.000389767,0.000389767,0.000389767
304,2356.17,1.67812,0.99414,1.55802,0.9679,0.92175,0.9804,0.86142,1.14482,0.63442,1.50644,0.000389217,0.000389217,0.000389217
305,2363.45,1.50009,0.91129,1.55988,0.96238,0.91505,0.97965,0.84612,1.27638,0.68207,1.50484,0.000388666,0.000388666,0.000388666
306,2370.14,1.53802,0.88833,1.55222,0.96192,0.91959,0.97972,0.87014,1.09316,0.6231,1.50286,0.000388116,0.000388116,0.000388116
307,2379.46,1.4744,0.90778,1.55821,0.96232,0.92226,0.9795,0.81326,1.49268,0.71216,1.50933,0.000387565,0.000387565,0.000387565
308,2386.52,1.65035,0.91452,1.55215,0.95942,0.92511,0.97841,0.79929,1.67185,0.76742,1.51336,0.000387015,0.000387015,0.000387015
309,2392.68,1.76753,0.97074,1.5523,0.96235,0.93553,0.98047,0.8541,1.18599,0.64435,1.50517,0.000386464,0.000386464,0.000386464
310,2401.37,1.86642,1.00036,1.56559,0.97008,0.91976,0.98194,0.85495,1.18612,0.64718,1.50421,0.000385914,0.000385914,0.000385914
311,2407.62,1.81621,1.08162,1.54657,0.96217,0.92701,0.98153,0.85461,1.21302,0.6489,1.50604,0.000385364,0.000385364,0.000385364
312,2415.49,1.7055,0.99484,1.55295,0.95484,0.9246,0.97736,0.71786,2.21541,0.88068,1.51898,0.000384813,0.000384813,0.000384813
313,2420.76,2.05644,1.06458,1.56347,0.95826,0.92451,0.97767,0.72001,2.15005,0.86307,1.51844,0.000384263,0.000384263,0.000384263
314,2426.74,1.78294,0.99211,1.56039,0.95657,0.93093,0.98158,0.85361,1.16394,0.63416,1.50338,0.000383712,0.000383712,0.000383712
315,2430.22,1.45702,0.87994,1.56501,0.96906,0.91791,0.98163,0.8625,1.15092,0.62747,1.50452,0.000383162,0.000383162,0.000383162
316,2437.68,1.77477,0.97376,1.57155,0.9575,0.92104,0.98021,0.8396,1.33029,0.67067,1.50584,0.000382611,0.000382611,0.000382611
317,2445.39,1.95796,1.14806,1.57064,0.93814,0.94209,0.98028,0.81877,1.50307,0.70452,1.50862,0.000382061,0.000382061,0.000382061
318,2450,1.53699,0.89978,1.54481,0.96457,0.92128,0.98012,0.83504,1.36507,0.67597,1.509,0.000381511,0.000381511,0.000381511
319,2457.38,1.45581,0.85978,1.5576,0.96245,0.92703,0.98022,0.86025,1.16369,0.64138,1.50686,0.00038096,0.00038096,0.00038096
320,2465.55,1.4298,0.84288,1.55098,0.96595,0.91808,0.98088,0.87003,1.12284,0.61849,1.50562,0.00038041,0.00038041,0.00038041
321,2472.33,1.49306,0.90675,1.56005,0.94844,0.94098,0.9809,0.85349,1.20755,0.62882,1.50859,0.000379859,0.000379859,0.000379859
322,2480.28,1.75354,0.98309,1.55601,0.95529,0.9505,0.98021,0.70737,2.3198,0.87987,1.5223,0.000379309,0.000379309,0.000379309
323,2488.23,2.05591,1.0577,1.55521,0.95266,0.94534,0.9801,0.71759,2.25542,0.8634,1.51948,0.000378758,0.000378758,0.000378758
324,2494.7,1.65098,0.98862,1.56419,0.97684,0.92199,0.98048,0.86299,1.11415,0.60594,1.50487,0.000378208,0.000378208,0.000378208
325,2503.31,1.44937,0.84432,1.55355,0.97688,0.92132,0.98067,0.85815,1.1618,0.63149,1.50279,0.000377657,0.000377657,0.000377657
326,2508.91,1.50405,0.88649,1.54528,0.96639,0.92632,0.97997,0.86302,1.14953,0.62354,1.50526,0.000377107,0.000377107,0.000377107
327,2515.92,1.38123,0.84593,1.55731,0.96167,0.92639,0.97969,0.85031,1.24003,0.63495,1.50725,0.000376557,0.000376557,0.000376557
328,2523.59,1.45409,0.88974,1.5545,0.96755,0.92843,0.98028,0.86031,1.11507,0.61198,1.50536,0.000376006,0.000376006,0.000376006
329,2526.73,1.28157,0.79172,1.55241,0.9603,0.93876,0.98104,0.85635,1.20279,0.63642,1.50427,0.000375456,0.000375456,0.000375456
330,2532.74,1.69066,0.95,1.55831,0.95718,0.93146,0.98139,0.85549,1.21967,0.6588,1.50172,0.000374905,0.000374905,0.000374905
331,2538.77,1.74143,0.95289,1.56373,0.9461,0.94979,0.98082,0.86607,1.12006,0.6282,1.5026,0.000374355,0.000374355,0.000374355
332,2550.55,1.65851,0.95005,1.5599,0.95496,0.93683,0.97961,0.75303,1.98227,0.81421,1.51795,0.000373804,0.000373804,0.000373804
333,2556.87,1.7737,0.98966,1.56937,0.95302,0.93625,0.97916,0.76067,1.91723,0.80593,1.51681,0.000373254,0.000373254,0.000373254
334,2563.38,1.70283,0.89943,1.55207,0.96595,0.92701,0.98031,0.86901,1.10061,0.63696,1.50364,0.000372703,0.000372703,0.000372703
335,2570,1.63025,0.91009,1.56645,0.96591,0.93011,0.98105,0.83253,1.37075,0.70489,1.50543,0.000372153,0.000372153,0.000372153
336,2574.87,1.75951,0.94496,1.55554,0.97112,0.92618,0.98106,0.86786,1.13058,0.63592,1.50184,0.000371603,0.000371603,0.000371603
337,2581.84,1.51819,0.92931,1.55545,0.9725,0.92501,0.98082,0.85116,1.19918,0.63208,1.50547,0.000371052,0.000371052,0.000371052
338,2592.02,1.50649,0.92426,1.55409,0.94749,0.94574,0.98071,0.85375,1.22495,0.63248,1.50472,0.000370502,0.000370502,0.000370502
339,2596.85,1.49185,0.897,1.564,0.95849,0.93458,0.98073,0.86883,1.0952,0.59915,1.50402,0.000369951,0.000369951,0.000369951
340,2605.07,1.56123,0.94673,1.54312,0.96343,0.9299,0.98033,0.86896,1.11341,0.60424,1.50652,0.000369401,0.000369401,0.000369401
341,2612.15,1.43053,0.86803,1.56488,0.9553,0.94354,0.98122,0.85935,1.16367,0.61543,1.50687,0.00036885,0.00036885,0.00036885
342,2619.53,1.39743,0.86221,1.55954,0.97249,0.92703,0.98222,0.86441,1.1371,0.62426,1.50556,0.0003683,0.0003683,0.0003683
343,2627.55,1.54751,0.96336,1.5656,0.96734,0.92837,0.98226,0.85467,1.19795,0.62872,1.50699,0.00036775,0.00036775,0.00036775
344,2633.02,1.4289,0.8522,1.54885,0.96768,0.93053,0.98133,0.86165,1.13681,0.63107,1.50492,0.000367199,0.000367199,0.000367199
345,2639.82,1.44916,0.91451,1.55673,0.97162,0.92434,0.98144,0.86973,1.10313,0.62034,1.50475,0.000366649,0.000366649,0.000366649
346,2648.52,1.31351,0.79935,1.55401,0.97526,0.92598,0.98121,0.86998,1.08651,0.60896,1.50426,0.000366098,0.000366098,0.000366098
347,2654.93,1.4721,0.89282,1.5626,0.97273,0.92823,0.98114,0.86781,1.09546,0.60427,1.5047,0.000365548,0.000365548,0.000365548
348,2661.01,1.39522,0.87023,1.56442,0.97583,0.91791,0.98081,0.86326,1.11408,0.61783,1.50415,0.000364997,0.000364997,0.000364997
349,2670.59,1.47693,0.89462,1.5544,0.96066,0.924,0.98118,0.86421,1.14482,0.62901,1.50289,0.000364447,0.000364447,0.000364447
350,2677.32,1.4799,0.87359,1.559,0.97389,0.91778,0.98132,0.87199,1.11192,0.60734,1.50209,0.000363896,0.000363896,0.000363896
351,2684.84,1.3773,0.82842,1.56152,0.96157,0.92595,0.98031,0.87166,1.08263,0.59981,1.50299,0.000363346,0.000363346,0.000363346
352,2692.54,1.44459,0.88548,1.5524,0.96684,0.91974,0.97866,0.87722,1.03832,0.59788,1.50286,0.000362796,0.000362796,0.000362796
353,2697.2,1.46276,0.87558,1.55955,0.95924,0.92378,0.97954,0.87159,1.07714,0.6068,1.50231,0.000362245,0.000362245,0.000362245
354,2705.36,1.56164,0.95967,1.56576,0.977,0.9038,0.97817,0.8542,1.18618,0.63796,1.50685,0.000361695,0.000361695,0.000361695
355,2712.51,1.49726,0.83587,1.55497,0.96607,0.91461,0.9776,0.85559,1.18183,0.64291,1.50646,0.000361144,0.000361144,0.000361144
356,2719.61,1.50085,0.9607,1.56015,0.97256,0.91808,0.97978,0.85108,1.25734,0.65879,1.5048,0.000360594,0.000360594,0.000360594
357,2726.48,1.83386,0.99855,1.57285,0.95315,0.93721,0.97886,0.83661,1.36077,0.68931,1.50514,0.000360043,0.000360043,0.000360043
358,2733.97,1.47899,0.83518,1.55481,0.97221,0.92099,0.97841,0.86421,1.10602,0.63773,1.50475,0.000359493,0.000359493,0.000359493
359,2739.45,1.55787,0.9261,1.56654,0.96925,0.92545,0.97948,0.85171,1.18848,0.64259,1.50769,0.000358942,0.000358942,0.000358942
360,2746.09,1.37433,0.82763,1.55488,0.96614,0.92911,0.98176,0.86491,1.15055,0.61717,1.50599,0.000358392,0.000358392,0.000358392
361,2754.11,1.55289,0.92272,1.56698,0.96259,0.93057,0.98113,0.8674,1.13893,0.61895,1.5057,0.000357842,0.000357842,0.000357842
362,2762.42,1.54399,0.94732,1.56077,0.96763,0.92643,0.9801,0.86149,1.14226,0.61673,1.50497,0.000357291,0.000357291,0.000357291
363,2770.36,1.51263,0.90441,1.55778,0.96522,0.92798,0.98055,0.86269,1.1157,0.59955,1.50479,0.000356741,0.000356741,0.000356741
364,2777.89,1.37349,0.82246,1.55682,0.96273,0.92882,0.98023,0.86297,1.16779,0.65115,1.50452,0.00035619,0.00035619,0.00035619
365,2785.1,1.52851,0.8795,1.56207,0.96503,0.93129,0.98003,0.86835,1.13748,0.63885,1.50609,0.00035564,0.00035564,0.00035564
366,2791.87,1.40446,0.83147,1.55871,0.95663,0.94341,0.98126,0.84792,1.29788,0.64534,1.50609,0.000355089,0.000355089,0.000355089
367,2799.74,1.52883,0.91848,1.56151,0.97025,0.9377,0.98135,0.86049,1.16615,0.61342,1.5017,0.000354539,0.000354539,0.000354539
