epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
368,2806.49,1.45741,0.89355,1.55714,0.97905,0.937,0.98307,0.87765,1.06791,0.58881,1.5014,0.000353989,0.000353989,0.000353989
369,2812.76,1.41713,0.82972,1.55115,0.9696,0.9385,0.98217,0.86093,1.1398,0.59812,1.50422,0.000353438,0.000353438,0.000353438
370,2821.33,1.39417,0.84561,1.56056,0.94217,0.94153,0.9797,0.85673,1.20528,0.64526,1.50642,0.000352888,0.000352888,0.000352888
371,2828.45,1.32677,0.82164,1.55484,0.97175,0.91344,0.97993,0.87136,1.09972,0.61574,1.50423,0.000352337,0.000352337,0.000352337
372,2836.87,1.3169,0.79414,1.54315,0.95655,0.93363,0.98115,0.86698,1.1015,0.59362,1.50405,0.000351787,0.000351787,0.000351787
373,2842.69,1.34089,0.80265,1.54739,0.95187,0.94534,0.98138,0.85937,1.17805,0.61181,1.50514,0.000351236,0.000351236,0.000351236
374,2852.48,1.39581,0.87424,1.56357,0.97731,0.92963,0.9825,0.88177,1.03887,0.58152,1.50396,0.000350686,0.000350686,0.000350686
375,2858.82,1.45051,0.87293,1.55713,0.97423,0.92662,0.98317,0.88304,1.04312,0.58125,1.50418,0.000350135,0.000350135,0.000350135
376,2866.51,1.46102,0.87674,1.56146,0.96738,0.93481,0.98289,0.86315,1.13289,0.60421,1.50691,0.000349585,0.000349585,0.000349585
377,2874.45,1.44448,0.81562,1.55385,0.97229,0.93365,0.98278,0.87884,1.05418,0.59561,1.50448,0.000349035,0.000349035,0.000349035
378,2880.81,1.34761,0.80863,1.55487,0.97491,0.92709,0.98253,0.87145,1.07183,0.59195,1.50419,0.000348484,0.000348484,0.000348484
379,2887.62,1.55075,0.88229,1.57085,0.97132,0.92955,0.98234,0.85891,1.18123,0.60668,1.50696,0.000347934,0.000347934,0.000347934
380,2894.71,1.44559,0.82106,1.56746,0.96728,0.93977,0.98226,0.8717,1.11967,0.5849,1.50684,0.000347383,0.000347383,0.000347383
381,2902.91,1.56862,0.88052,1.56306,0.96728,0.93407,0.98328,0.87499,1.09719,0.57689,1.50427,0.000346833,0.000346833,0.000346833
382,2910.86,1.61504,0.94187,1.55479,0.96692,0.93377,0.98262,0.87329,1.06656,0.57431,1.50342,0.000346282,0.000346282,0.000346282
383,2918.87,1.53131,0.91835,1.55343,0.96671,0.93233,0.98158,0.86603,1.10633,0.59635,1.50276,0.000345732,0.000345732,0.000345732
384,2925.99,1.46341,0.8582,1.55624,0.97027,0.9342,0.98232,0.87075,1.08092,0.58949,1.50142,0.000345181,0.000345181,0.000345181
385,2935.12,1.3862,0.83919,1.55689,0.96852,0.93845,0.98216,0.87285,1.11442,0.59283,1.50111,0.000344631,0.000344631,0.000344631
386,2943.31,1.50782,0.85475,1.5405,0.95186,0.9323,0.98055,0.85841,1.17087,0.60115,1.50659,0.000344081,0.000344081,0.000344081
387,2948.81,1.50629,0.8238,1.55485,0.93769,0.95067,0.98042,0.84206,1.29541,0.62745,1.50859,0.00034353,0.00034353,0.00034353
388,2957.18,1.32776,0.76889,1.54431,0.9518,0.93547,0.98112,0.875,1.06659,0.57783,1.50544,0.00034298,0.00034298,0.00034298
389,2962.62,1.47776,0.81328,1.5452,0.9356,0.95032,0.98142,0.87086,1.09727,0.58791,1.50507,0.000342429,0.000342429,0.000342429
390,2968.78,1.43604,0.84329,1.55191,0.96087,0.94193,0.98091,0.84003,1.28869,0.63106,1.50639,0.000341879,0.000341879,0.000341879
391,2975.89,1.43297,0.84285,1.55262,0.95448,0.94863,0.98083,0.86182,1.11462,0.59651,1.50466,0.000341328,0.000341328,0.000341328
392,2983.59,1.54465,0.89023,1.56471,0.95478,0.94417,0.98157,0.85465,1.22521,0.60931,1.50543,0.000340778,0.000340778,0.000340778
393,2992.07,1.48504,0.86734,1.55491,0.95837,0.9377,0.98102,0.85776,1.21313,0.60901,1.50783,0.000340228,0.000340228,0.000340228
394,3000.36,1.57728,0.90759,1.54626,0.97011,0.9255,0.97842,0.84302,1.31112,0.66725,1.50226,0.000339677,0.000339677,0.000339677
395,3008.03,1.68216,0.89184,1.54506,0.96691,0.92298,0.97737,0.84395,1.30146,0.68564,1.5016,0.000339127,0.000339127,0.000339127
396,3016.6,1.49746,0.83843,1.55713,0.93911,0.93906,0.97819,0.83673,1.32398,0.67308,1.50532,0.000338576,0.000338576,0.000338576
397,3022.64,1.6417,0.87177,1.56295,0.94008,0.9329,0.97918,0.78585,1.6946,0.74939,1.51309,0.000338026,0.000338026,0.000338026
398,3029.42,1.60624,0.83823,1.56009,0.94748,0.94086,0.97936,0.82055,1.42357,0.68409,1.51174,0.000337475,0.000337475,0.000337475
399,3034.94,1.51903,0.84708,1.56551,0.94971,0.93979,0.97904,0.84581,1.25227,0.6568,1.50877,0.000336925,0.000336925,0.000336925
400,3043.42,1.69098,0.92043,1.5626,0.95719,0.93409,0.97922,0.84106,1.29399,0.66096,1.50484,0.000336374,0.000336374,0.000336374
401,3051.11,1.5713,0.88223,1.55832,0.95843,0.93557,0.9802,0.82728,1.43253,0.68251,1.50568,0.000335824,0.000335824,0.000335824
402,3057.66,1.56214,0.82808,1.55609,0.9621,0.93437,0.98247,0.85541,1.21134,0.6101,1.503,0.000335274,0.000335274,0.000335274
403,3065.73,1.69144,0.95157,1.56079,0.96346,0.9394,0.98302,0.87294,1.07242,0.58209,1.50123,0.000334723,0.000334723,0.000334723
404,3074.5,1.44897,0.82656,1.55085,0.9682,0.92929,0.98176,0.8686,1.12644,0.59868,1.50263,0.000334173,0.000334173,0.000334173
405,3081.63,1.48642,0.83325,1.56193,0.94869,0.94893,0.98207,0.86322,1.16372,0.59608,1.50574,0.000333622,0.000333622,0.000333622
406,3086.2,1.42127,0.8331,1.55521,0.96343,0.92975,0.98212,0.84965,1.22549,0.6161,1.50385,0.000333072,0.000333072,0.000333072
407,3091.95,1.46266,0.84962,1.56,0.96937,0.92059,0.98108,0.86219,1.13448,0.60302,1.50232,0.000332521,0.000332521,0.000332521
408,3097.27,1.35903,0.77388,1.54978,0.97143,0.92336,0.9814,0.86196,1.13409,0.59333,1.50371,0.000331971,0.000331971,0.000331971
409,3104.8,1.4182,0.82769,1.55763,0.9658,0.92836,0.98199,0.84978,1.23962,0.60342,1.50634,0.00033142,0.00033142,0.00033142
410,3111.92,1.34083,0.77961,1.55854,0.96606,0.94735,0.98338,0.87627,1.08139,0.56297,1.50367,0.00033087,0.00033087,0.00033087
411,3117.36,1.41243,0.81458,1.54996,0.94783,0.9528,0.98298,0.8837,1.02169,0.55575,1.5026,0.00033032,0.00033032,0.00033032
412,3124.12,1.30031,0.7543,1.55245,0.96986,0.93159,0.9827,0.85271,1.21379,0.59766,1.50648,0.000329769,0.000329769,0.000329769
413,3129.14,1.33626,0.78288,1.55476,0.96538,0.93531,0.98322,0.8555,1.20493,0.59918,1.5056,0.000329219,0.000329219,0.000329219
414,3135.2,1.37696,0.7947,1.56404,0.96022,0.93977,0.98318,0.88273,1.04745,0.57048,1.50231,0.000328668,0.000328668,0.000328668
415,3143.46,1.65704,0.94013,1.5531,0.9655,0.94315,0.98388,0.87858,1.06636,0.57398,1.50285,0.000328118,0.000328118,0.000328118
416,3151.47,1.46882,0.88727,1.55581,0.95962,0.95794,0.98385,0.84437,1.29649,0.6157,1.50634,0.000327567,0.000327567,0.000327567
417,3158.24,1.63549,0.87193,1.55356,0.96173,0.94866,0.98288,0.82452,1.44498,0.64802,1.5074,0.000327017,0.000327017,0.000327017
418,3165.83,1.6586,0.90418,1.55333,0.96539,0.94435,0.98215,0.86978,1.09798,0.58223,1.50375,0.000326467,0.000326467,0.000326467
419,3174.06,1.57957,0.86556,1.55713,0.96062,0.94726,0.98187,0.87654,1.0706,0.58012,1.50305,0.000325916,0.000325916,0.000325916
420,3181.32,1.57436,0.88532,1.55902,0.9488,0.94916,0.9818,0.86278,1.16856,0.59737,1.50401,0.000325366,0.000325366,0.000325366
421,3186.49,1.39135,0.79455,1.55189,0.95669,0.94561,0.98209,0.86419,1.17288,0.5965,1.50511,0.000324815,0.000324815,0.000324815
422,3195.59,1.40009,0.80423,1.55638,0.96998,0.9256,0.98179,0.88598,1.00249,0.56529,1.50124,0.000324265,0.000324265,0.000324265
423,3204.82,1.68536,0.94063,1.56992,0.97791,0.91897,0.98096,0.88386,1.00835,0.57628,1.5007,0.000323714,0.000323714,0.000323714
424,3212.57,1.39113,0.80636,1.55885,0.95579,0.94077,0.98042,0.84099,1.28354,0.62843,1.50499,0.000323164,0.000323164,0.000323164
425,3220.11,1.4213,0.8038,1.56171,0.95291,0.94418,0.98103,0.85007,1.26157,0.6251,1.5043,0.000322613,0.000322613,0.000322613
426,3227.43,1.54841,0.86057,1.55641,0.95377,0.93653,0.98039,0.86829,1.11909,0.59183,1.50442,0.000322063,0.000322063,0.000322063
427,3236.72,1.46194,0.86237,1.55473,0.95657,0.93274,0.98011,0.85486,1.22335,0.61148,1.50515,0.000321513,0.000321513,0.000321513
428,3244.61,1.33328,0.77269,1.5576,0.96361,0.92911,0.98147,0.87721,1.04468,0.57157,1.50275,0.000320962,0.000320962,0.000320962
429,3250.65,1.2514,0.76224,1.54931,0.97012,0.92434,0.98182,0.88489,0.9936,0.55811,1.50163,0.000320412,0.000320412,0.000320412
430,3259.85,1.4716,0.82957,1.56234,0.9535,0.95099,0.98167,0.86772,1.0844,0.57461,1.50294,0.000319861,0.000319861,0.000319861
431,3266,1.37051,0.74427,1.54471,0.95624,0.94976,0.98153,0.8541,1.19201,0.59382,1.50517,0.000319311,0.000319311,0.000319311
432,3273.89,1.48568,0.81701,1.54793,0.95289,0.95203,0.98218,0.87727,1.0789,0.57151,1.50378,0.00031876,0.00031876,0.00031876
433,3283.14,1.46303,0.83957,1.55579,0.95973,0.94446,0.98183,0.87403,1.09364,0.58125,1.50492,0.00031821,0.00031821,0.00031821
434,3288.84,1.24261,0.74654,1.54246,0.96059,0.94862,0.98337,0.88757,1.00589,0.55833,1.50246,0.000317659,0.000317659,0.000317659
435,3295.76,1.26713,0.70802,1.54968,0.95611,0.95441,0.98341,0.88108,1.04633,0.56229,1.50317,0.000317109,0.000317109,0.000317109
436,3305.34,1.32788,0.75191,1.56322,0.96358,0.9502,0.98311,0.84032,1.27973,0.60246,1.50828,0.000316559,0.000316559,0.000316559
437,3314.05,1.49615,0.83892,1.55661,0.96034,0.95006,0.98293,0.86082,1.16669,0.58744,1.50668,0.000316008,0.000316008,0.000316008
438,3322.38,1.42978,0.80809,1.56469,0.9527,0.95759,0.98373,0.88633,1.01729,0.55706,1.50244,0.000315458,0.000315458,0.000315458
439,3330.76,1.46469,0.80478,1.56097,0.95102,0.95817,0.98351,0.87879,1.05379,0.56363,1.503,0.000314907,0.000314907,0.000314907
440,3337.85,1.41593,0.81257,1.5574,0.96428,0.9348,0.98154,0.8583,1.17683,0.5934,1.50558,0.000314357,0.000314357,0.000314357
441,3343.45,1.63632,0.92265,1.55071,0.95658,0.94042,0.98097,0.86715,1.11054,0.58967,1.50336,0.000313806,0.000313806,0.000313806
442,3350.62,1.20189,0.70302,1.54986,0.95724,0.94598,0.98097,0.86665,1.08839,0.58138,1.50431,0.000313256,0.000313256,0.000313256
443,3358.03,1.47199,0.84832,1.55753,0.95457,0.94924,0.98104,0.83829,1.32758,0.62732,1.50774,0.000312706,0.000312706,0.000312706
444,3364.13,1.37961,0.809,1.55637,0.95134,0.94943,0.98122,0.8547,1.18478,0.59019,1.50631,0.000312155,0.000312155,0.000312155
445,3371.57,1.27425,0.75878,1.54979,0.95621,0.9477,0.98182,0.87665,1.0435,0.56661,1.50221,0.000311605,0.000311605,0.000311605
446,3380.63,1.26306,0.73421,1.548,0.97095,0.94219,0.98315,0.87414,1.05714,0.56051,1.50206,0.000311054,0.000311054,0.000311054
447,3389.37,1.36335,0.82036,1.55111,0.96861,0.93943,0.98215,0.84968,1.24751,0.60303,1.50537,0.000310504,0.000310504,0.000310504
448,3398.87,1.43667,0.78904,1.55729,0.95426,0.94541,0.98151,0.86374,1.13966,0.58885,1.50471,0.000309953,0.000309953,0.000309953
449,3404.31,1.29921,0.76763,1.55114,0.96645,0.9394,0.98228,0.87622,1.03089,0.56587,1.50248,0.000309403,0.000309403,0.000309403
450,3413.75,1.57901,0.86392,1.55324,0.96784,0.94008,0.98238,0.86128,1.18457,0.58822,1.50406,0.000308852,0.000308852,0.000308852
451,3421.8,1.32706,0.762,1.54452,0.96098,0.94527,0.98213,0.86135,1.17943,0.59115,1.50458,0.000308302,0.000308302,0.000308302
452,3427.37,1.34196,0.74028,1.5545,0.97752,0.92195,0.98239,0.87886,1.04738,0.57063,1.50038,0.000307752,0.000307752,0.000307752
453,3434.65,1.54978,0.85426,1.55522,0.9626,0.94094,0.98298,0.88183,1.03783,0.57044,1.49977,0.000307201,0.000307201,0.000307201
454,3442.44,1.32122,0.74639,1.55168,0.97102,0.93351,0.98231,0.84915,1.24604,0.60364,1.50637,0.000306651,0.000306651,0.000306651
455,3450.86,1.36999,0.78816,1.55368,0.97413,0.92873,0.9817,0.82832,1.40204,0.63896,1.50847,0.0003061,0.0003061,0.0003061
456,3460.04,1.29812,0.76328,1.55688,0.96947,0.93354,0.98221,0.884,1.0089,0.55268,1.50235,0.00030555,0.00030555,0.00030555
457,3465.39,1.64932,0.84294,1.56025,0.96838,0.94204,0.98253,0.88669,1.01088,0.55593,1.50159,0.000304999,0.000304999,0.000304999
458,3470.12,1.27893,0.74258,1.54685,0.96237,0.94099,0.98194,0.8746,1.06152,0.56294,1.50334,0.000304449,0.000304449,0.000304449
459,3477.58,1.32617,0.8054,1.56053,0.96829,0.94368,0.98206,0.84619,1.26319,0.59916,1.50667,0.000303898,0.000303898,0.000303898
460,3482.6,1.40775,0.81686,1.54531,0.97971,0.93612,0.98211,0.87959,1.02998,0.55361,1.503,0.000303348,0.000303348,0.000303348
461,3489.86,1.41359,0.83602,1.55926,0.97822,0.93832,0.98294,0.88323,1.03236,0.55924,1.50223,0.000302798,0.000302798,0.000302798
462,3499.14,1.4237,0.83304,1.55665,0.96917,0.93755,0.98175,0.87718,1.05074,0.57033,1.50381,0.000302247,0.000302247,0.000302247
463,3505.45,1.44377,0.80866,1.55175,0.95955,0.94124,0.98057,0.86565,1.13993,0.60497,1.50435,0.000301697,0.000301697,0.000301697
464,3511.8,1.28679,0.76989,1.55817,0.95937,0.93655,0.98155,0.88282,1.02445,0.5855,1.50295,0.000301146,0.000301146,0.000301146
465,3519.08,1.40564,0.79492,1.56132,0.96208,0.94523,0.98267,0.88969,1.01072,0.57602,1.50084,0.000300596,0.000300596,0.000300596
466,3526.16,1.43707,0.80894,1.55744,0.9739,0.92774,0.98033,0.87729,1.04678,0.5945,1.5031,0.000300045,0.000300045,0.000300045
467,3534.43,1.358,0.77659,1.55268,0.95922,0.94641,0.98099,0.85261,1.229,0.61913,1.50671,0.000299495,0.000299495,0.000299495
468,3541.28,1.27288,0.7242,1.54488,0.96859,0.93992,0.98186,0.8733,1.08231,0.57981,1.50247,0.000298945,0.000298945,0.000298945
469,3548.53,1.35704,0.78659,1.55935,0.96101,0.94717,0.98268,0.88498,1.01426,0.56561,1.50093,0.000298394,0.000298394,0.000298394
470,3556.29,1.29614,0.74052,1.54987,0.97448,0.92708,0.98192,0.88063,1.05116,0.57866,1.50299,0.000297844,0.000297844,0.000297844
471,3563.43,1.2948,0.7385,1.55011,0.9721,0.93109,0.98111,0.87396,1.07458,0.58311,1.50425,0.000297293,0.000297293,0.000297293
472,3570.08,1.29964,0.77559,1.54817,0.97347,0.93583,0.9821,0.88217,1.03336,0.5615,1.50309,0.000296743,0.000296743,0.000296743
473,3578.36,1.34638,0.784,1.55373,0.96767,0.93946,0.98298,0.88348,1.02555,0.55917,1.50188,0.000296192,0.000296192,0.000296192
474,3585.29,1.33109,0.75846,1.5552,0.97498,0.92837,0.98125,0.87642,1.07731,0.58781,1.50381,0.000295642,0.000295642,0.000295642
475,3592.48,1.377,0.79263,1.55825,0.97554,0.92492,0.98074,0.88317,1.00693,0.57588,1.50278,0.000295091,0.000295091,0.000295091
476,3598.94,1.34724,0.74168,1.54552,0.96084,0.93662,0.98189,0.8778,1.06115,0.5767,1.50018,0.000294541,0.000294541,0.000294541
477,3602.17,1.45725,0.7942,1.55027,0.96919,0.93251,0.98264,0.88532,1.03371,0.56923,1.50104,0.000293991,0.000293991,0.000293991
478,3607.91,1.36093,0.75785,1.55823,0.95928,0.94059,0.98281,0.84034,1.31961,0.61101,1.50709,0.00029344,0.00029344,0.00029344
479,3617.05,1.42765,0.79891,1.55473,0.94989,0.94853,0.98269,0.86311,1.14005,0.57033,1.50437,0.00029289,0.00029289,0.00029289
480,3624.16,1.47894,0.813,1.55043,0.9776,0.93412,0.98418,0.8798,1.0532,0.53683,1.50143,0.000292339,0.000292339,0.000292339
481,3628.82,1.35419,0.77749,1.56078,0.98243,0.92904,0.98389,0.86702,1.13808,0.55933,1.50296,0.000291789,0.000291789,0.000291789
482,3635.12,1.5155,0.86168,1.56664,0.96876,0.93622,0.98287,0.87409,1.09444,0.56134,1.50276,0.000291238,0.000291238,0.000291238
483,3639.62,1.30415,0.75004,1.55013,0.96923,0.92949,0.98301,0.88896,0.98295,0.54794,1.50142,0.000290688,0.000290688,0.000290688
484,3647.52,1.31829,0.7483,1.54345,0.96393,0.93864,0.98069,0.86904,1.09764,0.59905,1.50327,0.000290137,0.000290137,0.000290137
485,3654.71,1.33007,0.74161,1.54507,0.96978,0.93024,0.98107,0.86123,1.14701,0.60417,1.50497,0.000289587,0.000289587,0.000289587
486,3662.83,1.35874,0.7983,1.5543,0.97499,0.94026,0.98384,0.88345,1.02361,0.55253,1.50283,0.000289037,0.000289037,0.000289037
487,3670.26,1.51264,0.86056,1.55605,0.96941,0.94609,0.98418,0.87892,1.04924,0.55087,1.50301,0.000288486,0.000288486,0.000288486
488,3679.24,1.4052,0.79655,1.55353,0.96701,0.94465,0.98392,0.86615,1.12537,0.56488,1.50401,0.000287936,0.000287936,0.000287936
489,3686.55,1.32288,0.75281,1.55972,0.96725,0.94422,0.98322,0.88198,1.04212,0.55455,1.50164,0.000287385,0.000287385,0.000287385
490,3694.85,1.45275,0.83686,1.56825,0.96754,0.94775,0.98233,0.87546,1.07393,0.55647,1.50286,0.000286835,0.000286835,0.000286835
491,3702.38,1.32074,0.78989,1.55287,0.96215,0.94714,0.98111,0.86304,1.15029,0.57791,1.50448,0.000286284,0.000286284,0.000286284
492,3704.61,1.29469,0.73205,1.56047,0.96574,0.94138,0.98145,0.88899,0.98814,0.55116,1.50118,0.000285734,0.000285734,0.000285734
493,3712.12,1.48393,0.84539,1.55752,0.97006,0.93042,0.98198,0.88759,1.00448,0.55461,1.50024,0.000285184,0.000285184,0.000285184
494,3718,1.2388,0.71238,1.54926,0.96138,0.9448,0.98171,0.86199,1.13887,0.56952,1.50274,0.000284633,0.000284633,0.000284633
495,3726.16,1.30928,0.7686,1.54686,0.96769,0.94228,0.98156,0.86524,1.12746,0.5647,1.50425,0.000284083,0.000284083,0.000284083
496,3731.64,1.17745,0.67341,1.53939,0.96532,0.94523,0.98181,0.88393,1.02463,0.54621,1.50232,0.000283532,0.000283532,0.000283532
497,3739.73,1.33856,0.80464,1.54938,0.9616,0.94743,0.98279,0.88198,1.0552,0.54711,1.50322,0.000282982,0.000282982,0.000282982
498,3745.98,1.23187,0.72037,1.55888,0.9773,0.94419,0.98383,0.87611,1.05567,0.54257,1.50239,0.000282431,0.000282431,0.000282431
499,3752.98,1.32155,0.75273,1.54253,0.96829,0.94812,0.98314,0.86206,1.14639,0.56089,1.50349,0.000281881,0.000281881,0.000281881
500,3760.1,1.18548,0.6831,1.54076,0.98569,0.9242,0.98292,0.89164,0.98484,0.54187,1.49942,0.00028133,0.00028133,0.00028133
501,3764.2,1.50931,0.78366,1.5524,0.96496,0.94067,0.98315,0.88469,1.04646,0.56307,1.49782,0.00028078,0.00028078,0.00028078
502,3771.32,1.38807,0.7748,1.55799,0.96969,0.94406,0.98238,0.85526,1.20192,0.57993,1.50492,0.00028023,0.00028023,0.00028023
503,3777.13,1.31076,0.71924,1.55169,0.97185,0.94075,0.98146,0.82029,1.46989,0.63478,1.50834,0.000279679,0.000279679,0.000279679
504,3783.77,1.36072,0.75711,1.54542,0.97003,0.93988,0.98244,0.86522,1.12479,0.57648,1.50227,0.000279129,0.000279129,0.000279129
505,3788.5,1.3516,0.7699,1.55182,0.97319,0.92771,0.98256,0.8827,1.00157,0.55626,1.50074,0.000278578,0.000278578,0.000278578
506,3792.44,1.36417,0.77628,1.55066,0.96745,0.92948,0.98131,0.86435,1.10701,0.59192,1.50274,0.000278028,0.000278028,0.000278028
507,3799.52,1.23929,0.71224,1.54607,0.97404,0.92872,0.98139,0.85819,1.15813,0.59865,1.50451,0.000277477,0.000277477,0.000277477
508,3805.27,1.37017,0.81916,1.55603,0.96893,0.94495,0.98152,0.87321,1.08398,0.57062,1.50526,0.000276927,0.000276927,0.000276927
509,3809.54,1.36957,0.78054,1.55333,0.96853,0.94505,0.98201,0.87237,1.10201,0.56416,1.50482,0.000276376,0.000276376,0.000276376
510,3816.44,1.26882,0.7302,1.55667,0.96011,0.94798,0.9831,0.85207,1.26753,0.59851,1.50633,0.000275826,0.000275826,0.000275826
511,3820.36,1.29072,0.71179,1.55379,0.95579,0.94795,0.98332,0.86351,1.12658,0.56896,1.50477,0.000275276,0.000275276,0.000275276
512,3832.27,1.44759,0.82188,1.55894,0.96647,0.93793,0.98322,0.85111,1.22238,0.58485,1.50506,0.000274725,0.000274725,0.000274725
513,3838.55,1.40985,0.77,1.55851,0.96881,0.93872,0.98313,0.83793,1.34764,0.61321,1.50662,0.000274175,0.000274175,0.000274175
514,3844.63,1.33348,0.72334,1.54898,0.97315,0.94241,0.9839,0.88387,1.04386,0.54314,1.50268,0.000273624,0.000273624,0.000273624
515,3850.91,1.39003,0.79235,1.55054,0.97551,0.94048,0.98464,0.89599,0.97624,0.51889,1.50158,0.000273074,0.000273074,0.000273074
516,3855.79,1.52596,0.85442,1.55577,0.95014,0.96095,0.98529,0.87023,1.16514,0.5598,1.5047,0.000272523,0.000272523,0.000272523
517,3862.97,1.43386,0.83086,1.5573,0.97245,0.9399,0.98464,0.8637,1.19447,0.56711,1.50481,0.000271973,0.000271973,0.000271973
518,3867.63,1.26472,0.74089,1.55995,0.97745,0.93178,0.98454,0.89191,0.9758,0.53558,1.50142,0.000271423,0.000271423,0.000271423
519,3875.46,1.16674,0.63834,1.5449,0.96993,0.93775,0.98418,0.89241,0.97612,0.53783,1.50059,0.000270872,0.000270872,0.000270872
520,3882.84,1.29214,0.73485,1.54958,0.96792,0.94167,0.98315,0.86913,1.14259,0.57595,1.50362,0.000270322,0.000270322,0.000270322
521,3886.99,1.38704,0.79207,1.56429,0.97516,0.9302,0.98287,0.8778,1.0875,0.56645,1.50237,0.000269771,0.000269771,0.000269771
522,3895.64,1.19925,0.69596,1.54699,0.96609,0.94424,0.98469,0.88741,1.01767,0.55095,1.49851,0.000269221,0.000269221,0.000269221
523,3902.98,1.53512,0.82949,1.56046,0.966,0.94183,0.98474,0.87742,1.10444,0.57044,1.49802,0.00026867,0.00026867,0.00026867
524,3910.22,1.33042,0.73613,1.54837,0.95987,0.94657,0.98357,0.88213,1.03914,0.55337,1.50097,0.00026812,0.00026812,0.00026812
525,3916.73,1.30045,0.73239,1.5496,0.95645,0.94739,0.98248,0.86986,1.09186,0.56539,1.50258,0.000267569,0.000267569,0.000267569
526,3926.35,1.38291,0.77143,1.56027,0.96133,0.95138,0.98368,0.88774,1.00197,0.54483,1.50055,0.000267019,0.000267019,0.000267019
527,3929.2,1.18847,0.68395,1.55658,0.96474,0.94737,0.98414,0.89542,0.97092,0.53437,1.4999,0.000266469,0.000266469,0.000266469
528,3934.68,1.3792,0.72175,1.55465,0.96266,0.94405,0.98407,0.88596,1.03884,0.55098,1.50009,0.000265918,0.000265918,0.000265918
529,3940.8,1.41196,0.79934,1.54515,0.95754,0.94841,0.98315,0.87918,1.07184,0.55958,1.50125,0.000265368,0.000265368,0.000265368
530,3947.59,1.30924,0.72386,1.55452,0.956,0.95149,0.98285,0.88745,1.01453,0.54431,1.49976,0.000264817,0.000264817,0.000264817
531,3952.3,1.28233,0.72078,1.55545,0.97281,0.94144,0.98386,0.89621,0.94956,0.52829,1.49925,0.000264267,0.000264267,0.000264267
532,3957.9,1.52613,0.85135,1.55608,0.96701,0.95127,0.98487,0.88474,1.0398,0.5327,1.502,0.000263716,0.000263716,0.000263716
533,3959.74,1.26555,0.70715,1.56127,0.97216,0.94333,0.98387,0.87646,1.08518,0.54655,1.50437,0.000263166,0.000263166,0.000263166
534,3965.54,1.3819,0.82112,1.55603,0.97469,0.9394,0.98378,0.88951,0.98636,0.53216,1.50172,0.000262615,0.000262615,0.000262615
535,3972.62,1.12724,0.64548,1.53905,0.97565,0.94099,0.98395,0.89086,0.9771,0.52766,1.50055,0.000262065,0.000262065,0.000262065
536,3978.36,1.33119,0.78169,1.54941,0.97363,0.9455,0.98312,0.87308,1.07663,0.54818,1.50339,0.000261515,0.000261515,0.000261515
537,3983.56,1.40626,0.83144,1.55505,0.97523,0.94006,0.98298,0.88746,0.99155,0.53276,1.50242,0.000260964,0.000260964,0.000260964
538,3991.48,1.34151,0.78516,1.55754,0.98183,0.943,0.98371,0.88355,1.02683,0.53363,1.5029,0.000260414,0.000260414,0.000260414
539,3998.32,1.23398,0.6799,1.55927,0.97558,0.94934,0.98395,0.88708,1.01901,0.52841,1.50247,0.000259863,0.000259863,0.000259863
540,4004.42,1.56068,0.84524,1.56675,0.98193,0.93815,0.98336,0.88849,1.01078,0.53196,1.50174,0.000259313,0.000259313,0.000259313
541,4010.72,1.26065,0.71348,1.55051,0.97082,0.95013,0.98317,0.88481,1.03428,0.53781,1.50294,0.000258762,0.000258762,0.000258762
542,4015.87,1.37931,0.80115,1.55599,0.96729,0.95157,0.98316,0.89693,0.9397,0.51424,1.5004,0.000258212,0.000258212,0.000258212
543,4023.09,1.29476,0.74368,1.56048,0.96455,0.9497,0.98275,0.89787,0.94443,0.52007,1.49958,0.000257662,0.000257662,0.000257662
544,4028.03,1.30607,0.74471,1.54656,0.97141,0.95781,0.98256,0.89263,0.96362,0.52642,1.50056,0.000257111,0.000257111,0.000257111
545,4034.45,1.36465,0.80294,1.56494,0.97008,0.95901,0.98242,0.89451,0.94999,0.52287,1.50032,0.000256561,0.000256561,0.000256561
546,4041.13,1.15019,0.66218,1.54849,0.96818,0.94632,0.9834,0.89521,0.94456,0.51485,1.49945,0.00025601,0.00025601,0.00025601
547,4048.56,1.27642,0.73581,1.55613,0.96567,0.9514,0.98379,0.89392,0.94532,0.50773,1.50048,0.00025546,0.00025546,0.00025546
548,4053.17,1.34256,0.77704,1.56194,0.97821,0.94928,0.98344,0.88279,1.0274,0.53592,1.50247,0.000254909,0.000254909,0.000254909
549,4058.34,1.4369,0.83317,1.54961,0.98245,0.9479,0.98355,0.89052,0.99796,0.53339,1.50102,0.000254359,0.000254359,0.000254359
550,4062.95,1.17874,0.682,1.54566,0.98035,0.9535,0.98538,0.89275,0.98702,0.51459,1.5,0.000253808,0.000253808,0.000253808
551,4071.53,1.46367,0.84486,1.56071,0.97353,0.95086,0.98553,0.89424,0.96277,0.51277,1.49947,0.000253258,0.000253258,0.000253258
552,4077.78,1.30451,0.72638,1.54849,0.97429,0.95042,0.98479,0.88662,1.03595,0.53387,1.50126,0.000252708,0.000252708,0.000252708
